Blood Bank Name,Address,City,State,Contact ,Helpline
Goalpara Civil Hospital Blood Bank,"Agia Road, Goalpara",Goalpara,Assam,"03663240337, 03663 243800",1
Solace Hospital and Research centre Pvt.Ltd Blood bank,"BOC Agia Road Road, P.O. Baladmari
Opposite to Assam Oil Petrol Pump",Goalpara,Assam,"03663 240021, 03663 243031",1
Kushal Konwar (KK) Civil Hospital Blood Bank,"Abita Building, 1st floor,  Golaghat Near stataion Rd
",Golaghai town,Assam,"00377 428 0042, 03774 280265",1
Vivekananda Kendra NRL Hospital Blood Bank,"NRL Township, Numaligarh Refinery Complex",Golaghat,Assam,"03776-266-566,03776-266-700",1
S. K. Roy Civil Hospital Blood Bank ,"Hailakandi Civil Hospital, NH 154, Bashdahar, Hailakandi",Hailakandi,Assam,"03744 281443, 03744 222423",1
Jorhat Medical College and Hospital Blood Bank ,"Telemedicine Department, KB Road, Kushal Nagar, Tarajan",Jorhat,Assam,0376 2370155,1
Air Force Hospital Blood Bank,"Air Force station, Jorhat, 5, C/O 99 APO",Jorhat,Assam,,1
Greater Jorhat Lions Blood Bank,"Lions Multiple Service Centre, Sonali Jayanti Nagar",Jorhat,Assam,,1
Mahendra Mohan Choudhury (MMC) Hospital  Blood Bank,"Panbazar, Guwahati",Guwahati,Assam,0361 2733004,1
Dispur Blood Bank,"Ganeshguri, Dispur",Guwahati,Assam,0825 399124 ext 222,1
Saharia&#39;s Path Lab & Blood Bank,"Guwahati - Shillong Rd, Near Petrol Pump, ABC, Bhangagarh
Opposite Anil Plaza",Guwahati,Assam,"0361-2458595, 0361 245 8594",1
International Hospital Blood Bank,"Lotus Tower, G.S. Road, Christian Basti",Guwahati,Assam,3617135005,1
Hayat Hospital Blood Bank,"Odalbakra, Lalganesh",Guwahati,Assam,0361-2475550/51/52/53/54,1
Rahman Hospital Private Limited Blood Bank,"VIP Road, Sixmile, Khanapara, ",Guwahati,Assam,0361 233444,1
GNRC Institute of Medical Sciences Blood bank,"Sila Grant Town, North Guwahati , Near IIT Guwahati",Guwahati,Assam,"03612227700, 03612227701",1
Central Hospital N. F. Railway Blood Bank,"PNGB Road, Near Kamakhya Railway Station, Maligaon, Guwahati",Maligaon,Assam,"03612723762, 03612570492",1
G.N.R.C. Hospital Blood Bank,"Dispur, Guwahati","Dispur, Guwahati",Assam,0361 2227700,1
Guwahati Medical College and Hospital (GMCH) State of The Art Model Blood Bank,"GMCH Complex, GMCH Rd, Bhangagarh, Guwahati",Guwahati,Assam,0361 252 9457,1
Dr. B. Borooah Cancer Institute Blood Bank,"Gopinath Nagar, Birubari, Guwahati",Guwahati,Assam,"0361 2472366, 0361 2472636",1
Assam Gujarat Voluntary Blood Bank and Research Centre,"33, Anil Mazamill Road, Lane opposite to Apsara Cinema, 
Manipuri Basti",Guwahati,Assam,,1
Down Town Hospital Blood Bank ,"4th Floor, Buiding No:1, G.S. Road, Dispur",Guwahati,Assam,"00361 2332741, 0361 2334168",1
Ganga Hospital Blood Bank,"G. S. Road, Lachit Nagar, Ulubari, 
Near KFC; Neubari",Guwahati,Assam,0361 2454742,1
 Surakhya  Blood Bank ,"Arya Hospital complex, A.M. Road, Rehabri
Opposite Apsara Cinema Hall",Guwahati,Assam,"03612606665, 0361 2606888",1
Marwari Hospital and Research Centre Blood Bank,"Sati Jaymati Road, Athgaon",Guwahati,Assam,0361 2733737,1
151 Base Hospital Blood Bank,"Basistha, Guwahati",Guwahati,Assam,,1
Sanjevani Hospital Blood Bank,"Maligaon,  Guwahati",Guwahati,Assam,0361 2674892,1
Narayana Hrudayalaya Limited Blood Bank,"Tularam Bafana Civil Hospital Campus, North Guwahati, Amingaon.",Guwahati,Assam,3612680321,1
Diphu Civil Hospital Blood Bank,"Diphu, Karbi Anglong",Diphu,Assam,,1
Karimganj Civil Hospital Blood Bank,Karimganj,Karimganj,Assam,"03843260490, 03844 263200",1
R.N.B. Civil Hospital Blood Bank,"Habrubil, Gossaigaon, Kokrajhar",Kokrajhar,Assam,03661 276436,1
North Lakhimpur Civil Hospital Blood Bank,North Lakhimpur,North Lakhimpur,Assam,"03752 242240, 03752 243182",1
Morigaon Civil Hospital Blood Bank,"KK Handique Path, Ward Number 7, Rajagaon, ",Morigaon,Assam,,1
Haji Abdul Majid Memorial Hospital and Research Centre Blood Bank,"Hojai, Nagaon",Hojai,Assam,03674-252514,1
Divisional Railway Headquarters Hospital Blood Bank,Lumding  ,Lumding,Assam,,1
B.P. Civil Hospital Blood Bank,"Civil Road, Nagaon",Nagaon,Assam,03672-251105,1
North East Blood Bank and Research Centre,"N.H. 37, Haibargaon, ",Nagaon,Assam,03672 223351,1
S. M. K. Civil Hospital Blood Bank ,Maszid Road ,Nalbari,Assam,03624-223555,1
Nalbari Maternity Hospital Blood Bank,Alternative Road,Nalbari,Assam,3624220840,1
O.N.G.C. Limited Hospital Blood Bank,Sivasagar ,Sivasagar,Assam,,1
Pragati Hospital and Research Centre Blood Bank,"A.T. Road, Sivsagar",Sivasagar,Assam,,1
Sivasagar Civil Hospital Blood Bank,Joysagar,Sivasagar,Assam,,1
Catholic Hospital Blood Bank,Borgang,Biswanath chariali,Assam,3715291162,1
Kanaklata Civil Hospital Blood Bank,"Main Road, Tezpur",Tezpur,Assam,"003712-252999, 03712 220033",1
155 Base Hospital Blood Bank,Tezpur  ,Tezpur,Assam,,1
Tezpur Medical College Hospital Blood Bank ,Bihaguri,Tezpur,Assam,03712 241344,1
Indian Oil Corp Ltd (AOD) Hospital blood bank,"IOCL, Assam Division, Digboi",Digboi,Assam,03751-263515,1
Central Hospital  Coal India Limited,"Coal India Limited, Margerita",Margherita,Assam,,1
Tinsukia Civil Hospital Blood Bank,"Bordoloi Nagar, Tinsukia",Tinsukia,Assam,0374 2308343,1
Tinsukia Blood Bank,"S.R. Lohia Road, Chiravapathy, IMA House, Tinsukia",Tinsukia,Assam,0374 2332080,1
Sadar Hospital Aurangabad Blood Bank,Old  G.T. Road,Aurangabad,Bihar,06186 224533,1
Meera Nursing Home Blood Bank and Research Centre,"Pokharia Rd, Chitragupta Nagar, Begusarai,",Begusarai,Bihar,06243 222250,1
Rastra Kavi Dinkar Blood Bank,"Sadar Hospital, Begusarai

",Begusarai,Bihar,06243 220072,1
Deshratna Rajendra Prasad Memorial Rotary Blood Bank,"Kali Asthan,  P. O. Pokhanlya

",Begusarai ,Bihar,"06243 243006, 06243-210354",1
Jawaharlal Nehru Medical College Hospital (JNMCH) Blood Bank,"Mayaganj, Tilkamanjhi, ",Bhagalpur,Bihar,0641 2409555  ,1
Sadar Hospital Ara (Bhojpur) Blood bank,"Sapna Cinema Road, Nawada,",Ara,Bihar,,1
Sadar Hospital Ara Blood Bank,"Sadar Hospital Ara Blood Bank, Shivganj
",Ara,Bihar,,1
Maa Vindhyawasini Blood Bank ,"Pakari Chauk, Near Malti Hospital",Arrah,Bihar,,1
Indian Red Cross Blood Bank (IRCS) Blood Bank,"South Ramna Road, Bhojpur",Arrah,Bihar,,1
Sadar Hospital Buxar Blood Bank,"Old Campus of Sadar Hospital, Civil Line",Buxar,Bihar,,1
Darbhanga Medical College and Hospital (DMCH) Regional Blood Bank,"Darbhanga Surgery Building, Ground Floor, DMCH Campus, DMCH Road",Laheriasaria,Bihar,06272 233 092,1
"Indian Red Cross Society Blood Bank, Motihari","Red Cross Society Sadar Hospital road, Motihari, Red Cross Bhawan, Hospital Road",Motihari,Bihar,"06252 22202, 06252 232202",1
Duncan Hospital Blood Bank,"Near Nepal Custom Gate, East Champaran District, Raxaul",Raxaul,Bihar,"06255 220653, 06255 222641",1
Anugrah Narayan Memorial Magadh Medical College Hospital (ANMMCH) Blood Bank,Sher Ghati Road,Gaya,Bihar,0631 2410339,1
Bhagwan Mahabir Blood Bank,"Pilgrim Hospital Campus, G. B. Road, Chowk

",Gaya,Bihar,,1
" Sadar Hospital, Gopalganj Blood Bank","Ward No. 15, Gopalganj",Gopalganj,Bihar,06156-224754,1
Sadar Hospital Jamui Blood Bank,"185, Khan Hospital Road ",Jamui,Bihar,6345222820,1
"Amar Saheed Jagdeo Prasad, Sadar Hospital Jehanabad Blood Bank ","P G Road, Arwal More",Jehanabad,Bihar,06114 225857,1
Sadar Hospital Kaimur (Bhabua) Blood Bank ,"Kachahari Road, Kaimur",Bhasna,Bihar,06189 223254,1
Katihar Medical College Blood Bank,"Karim Bagh, Post Box No. 23",Katihar,Bihar,06452 239202,1
"Sadar Hospital, Katihar Blood bank","Blood Bank, Sadar Hospital

",Katihar,Bihar,,1
Sadar Hospital Khagaria Blood Bank ,"Ward Number 14, Khagaria",Khagaria,Bihar,06244 222 134,1
Mata Gujri Memorial Medical College & Lions Kenra Hospital Blood Bank ,"Purabbali, Dinajpur Road",Kishanganj,Bihar,"06456-223476, 06456-223475",1
Mata Gujri Memorial (MGM) Blood Bank,Medical College and Lions Seva Kendra Hospital Blood Bank,Kishanganj,Bihar,06456 223475,1
Sadar Hospital Kishanganj Blood Bank ,Hospital Road,Kishanganj,Bihar,"06456 223502, 06456 226464",1
Sadar Hospital Lakhisarai Blood Bank ,"Jamui - Lakhisarai Road, Jamui",Lakhisarai,Bihar,6346232267,1
Sadar Hospital Madhepura Blood Bank ,"Near pani tanki chowk, Ward No:10",Madhepura,Bihar,,1
Sadar Hospital Madhubani Blood Bank,"National Highway-104, Post Office Road",Madhubani,Bihar,,1
Sadar Hospital Muzaffarpur Blood Bank,"Sutapatti, Pokhraira, Near Muzaffarpur Railway Station",Muzaffarpur,Bihar,"0625-2266055, 0625-2266056",1
Sinha Blood Bank Muzaffarpur,"Ward no. 5, Imlichatti Sinha Blood Bank (A unit of Dr. A.K. Sinha Nursing Home)
",Muzaffarpur,Bihar,0621 2216140,1
Sri Krishna Medical College Hospital (SKMCH) Blood Bank ,"National Highway 77, Uma Nagar, Rasulpur Saidpur Bazid
",Muzaffarpur,Bihar,0621 2233033,1
Krishna Devi Devi Prasad Kejriwal Maternity Hospital Blood bank,"Juran   Chapra, Road No.2, ",Muzaffarpur,Bihar,0621 2216309;2216410 ,1
Sadar Hospital Muzaffarpur Blood Bank,"Sadar Hospital Blood Bank Muzaffarpur, Near Muzaffarpur Railway Station, Hospital Road, 
",Muzaffarpur,Bihar,,1
Nalanda Blood Bank (A Unit of Janata Karah Kalyan Samaj),"Nalanda Blood Bank (A Unit of Janata Karah Kalyan Samaj), Azizghat Main Rd, Baradari, Bihar Sharif,

",Bihar Sharif,Bihar,"06112230856, 06112688765",1
"Red Cross Blood Bank, Sadar Hospital, Bihar Sharif","Indian Red Cross Society, opposite Sadar Hospital, near IMA hall",Bihar Sharif,Bihar,,1
Sadar Hospital Nawada Blood Bank ,"Sadar Hospital, Roh

",Nawada,Bihar,,1
 Hitech Emergency Hospital Blood Bank ,"(A keshaw Hospital Private Limited) Saguna More, Khagaul Road, Saguna More, Danapur Cantonment, ",Danapur,Bihar,0612 3262107,1
Bharat Blood Bank,"Churi Market, Near jahaji kothi, churi market Kadamkuan, ",Patna,Bihar,0612 2675213,1
Kurji Holy Family Hospital Blood Bank,"Danapur Road, Sadaquat Ashram P.O, Kurji",Patna,Bihar,"0612 2252156, 0612 2264117, 0612 2262540",1
National Blood Bank & Resarch Center,"NC/ 2B Main Road, Kankarbagh, Near Sri Ram Hospital",Patna,Bihar,0612 2355575,1
Nalanda Medical College and Hospital Blood Bank,"Agamkuan, Near Shitla Mandir",Patna,Bihar,0612-2918523/2631159,1
Military Hospital Blood Bank,"Danapur Cantt
",Patna,Bihar,,1
Lions Mahavir Cancer Sansthan Blood Bank,"Mahavir Cancer Sansthan, Phulwarisharif
",Patna,Bihar,"0612 2250127, 0612 2253956 (Ext. Blood Bank - 400)",1
Tripolia Social Service Hospital and Blood Bank,Gulzarbarg,Patna,Bihar,0612 2311065,1
Shashi Blood Bank,"Shashi Blood Bank, Ashok Rajpath, Patna",Patna,Bihar,0612 2303365,1
Patliputra Blood Bank,"Opp. ENT Outdoor, Patna Medical College Hospital, Ashok Rajpath Road, Bankipur
",Patna,Bihar,0612 2300840,1
Bihar State Patna Medical College and Hospital (PMCH) Blood Bank,"Ashok Raj Path, Bankipore

",Patna,Bihar,0612 2300334,1
Indian Red Cross Society (IRCS) Patna Blood Bank,"Indian Red Cross Bhawan, North Gandhi Maidan",Patna,Bihar,0612 2201035,1
Jaiprabha Hospital Model Blood Bank (MBB),"State of art Model Blood Bank,
Jai Prabha Hospital Campus, P.C.Colony, Kankarbagh, Near Ganga Devi Mahila Maha Vidyalaya",Patna,Bihar,0612 2355805,1
Palm View Hospital Blood Bank,"Ambedkar Path, Nandanpur,
Near Jagdeo Path More, Khajpura, 
",Patna,Bihar,,1
Lions Jeewan Blood Bank ,"C/o. Jeevak Heart Hospital & Research Institute Private Limited, D-6 Doctor&#39;s Colony, Kankarbagh,

",Patna,Bihar,"0612 2365814, 0612 2345895",1
Paras HMRI Hospital Blood Bank,"NH 30, Bailey Road, Raja Bazar",Patna,Bihar,"06127107828, 0612 710770 (Ext. 7828)",1
Indira Gandhi Institute of Medical Sciences (IGIMS) Blood Bank ,"Baily Road, Sheikpura, Raja Bazar, Near Sanjay Gandhi Botanical Garden",Patna,Bihar,"0612 2297631, 0612 2297099 (Ext - 125) ",1
Life Line Blood Bank,"Govind Mitra Road

",Patna,Bihar,0612 2301600 ,1
 Vaatsalya Blood Bank,"Mahavir Vaatsalya Aspatal, East of Sadaquat Ashram,
L. C. T. Ghat",Patna,Bihar,"0612 2275657, 0612 2277528",1
Paras Hmri Hospital Blood Bank,"Baily Road, Raja bazaar",Patna,Bihar,0612 7107777,1
Ruban Memorial Hospital Blood Bank,"19 Patliputra Colony, Near Patliputra Golambar

",Patna,Bihar,"0612 2270097, 0612 2270059",1
Jeevan Rekha Blood Bank,"(A unit of Sanjiwini Medicare Charitable Trust), Getwel Hospital, Rajabazar, Bailey Road",Patna,Bihar,,1
Indian Red Cross Society (IRCS) Blood Bank,"Red Cross Blood Bank, Purnea, Red Cross Bhawan Line Bazar
",Purnia ,Bihar,0654 244211,1
Sadar Hospital Purnia  Blood Bank ,"Sudin Chowk Road, Rajnikant Colony, Line Bazar, Purnea,",Purnia,Bihar,,1
Bose Clinic Blood Bank,"Dehral on Sone, Canal Road, Rohtas
",Dehral on Sone,Bihar,06184 25009,1
Sadar Hospital Sasaram Blood Bank,"Rauza Road, Laxkariganj, Near Head Post Office, Sasaram
",Rohtas,Bihar,6184227105,1
Narayana Medical College and Hospital Blood Bank,"Jamuhar Sasaram, Rohtas
",Sasaram,Bihar,06184 281888,1
Micro Blood Bank Sasaram,"Micro Blood Bank Raj Colony, Sasaram, Rohtas 
",Sasaram,Bihar,06184 226371 ,1
Sadar Hospital Saharsa Blood Bank ,"Zila School Road, Police Line, Saharsa",Saharsa,Bihar,,1
Indian Red Cross Society (IRCS) Samastipur Blood Bank ,"Sadar Hospital Samastipur Campus, Opposite Circuit House
",Samastipur,Bihar,,1
Sadar Hospital Samastipur Blood Bank ,"14, State Highway 50, Azad Nagar, Samastipur, ",Samastipur,Bihar,06274 222 331,1
Sadar Hospital Chhapra Blood Bank ,"Daroga Rai Chowk, Sadhapur, Chhapra,",Chapra,Bihar,,1
Sadar Hospital Sheikhpura Blood Bank,"Near Dallu Chowk, Sheikhpura,",Sheikhpura,Bihar,"06341 225172,  06341 225013",1
Sadar Hospital Sitamarhi Blood Bank,"NH 104, KVJ Nagar, Sitamarhi, ",Sitamarhi,Bihar,,1
 Sadar Hospital Siwan Blood Bank,"SH 45, Babhnauli, Siwan",Siwan,Bihar,,1
P.N.H Mahatma Budh Educational and Research Centre Blood Bank ,"Mahatma Budh Educational and Research Centre, situated at Popular Nursing Home, East of Gandhi Maidan",Siwan,Bihar,06154 245245,1
Sadar Hospital Hajipur Blood Bank ,"hospital road, hajipur, Near Civil Court
",Hajipur,Bihar,,1
Maharani Janki Kunwar (MJK) Hospital Blood Bank,"Bettiah, West Champaran",Bettiah,Bihar,,1
"Department of  Transfusion Medicine, PGIMER Blood Bank","Blood Bank, Department of Transfusion Medicine, Nehru Hospital, PGIMER, Sec-12, Chandigarh. ",Chandigarh,Chandigarh,0172 2756481 ,1
Rotary and Blood Bank Society Resource Centre,"Plot No:4, Dakshin Marg, Sector 37A, Chandigarh",Chandigarh,Chandigarh,0172 2696057 ,1
Government Medical College and Hospital Blood Bank ,"Department of Transfusion Medicine ,Government Medical College and Hospital, Sector-32, Chandigarh",Chandigarh,Chandigarh,"0172 2665253, 0172 2601023 (Extn. 1166)",1
Government Multispeciality Hospital Blood Bank,"Blood Bank, Government Multispeciality Hospital, Room No. 164 Sector 16 Chandigarh.",Chandigarh,Chandigarh,0172 2701288,1
District Hospital Blood Bank Baloda Bazar,Baloda,Baloda,Chhattisgarh,,1
Maharani Hospital Blood Bank ,"Lt. brkm .govtmedical college jagdalpur
chandni chouk jagdalpur",Jagdalpur,Chhattisgarh,07782-225958,1
District Hospital Blood Bank Bemetara,Bemetara,Bemetara,Chhattisgarh,,1
District Hospital Blood Bank Bijapur,Bijapur,Bijapur,Chhattisgarh,,1
Chhattisgarh Insititute of Medical Sciences (CIMS) Blood Bank ,"Gond Para, Gole Bazar",Bilaspur,Chhattisgarh,"07752221425, 077522 30030",1
Bilaspur District Hospital Blood Bank ,"Sardar Vallabhbhai Patel District Govt Hospital, old bus stand road
Opposite to Rajeev plaza",Bilaspur,Chhattisgarh,07752 421898,1
Meghani Blood Bank Bilaspur,"Main Road, Bilaspur",Bilaspur,Chhattisgarh,,1
Apollo Hospital Blood Bank ,"Village - Lingyadih, Seepat Road",Bilaspur,Chhattisgarh,07752 248300 - 1030/31,1
"Shri Rawatpura Sarkar Lok Kalyan Trust, Bilasa Blood Bank ","2nd Floor, Bhawe Razab Ali Chamber, 
Opposite to CIMS Hospital, Sadar Bazaar, Bilaspur",Bilaspur,Chhattisgarh,7752656422,1
Ekta Blood Bank,"C/O Thalassemia Society,Near Abhiyanta Bhawan,Magarpara",Bilaspur,Chhattisgarh,,1
NMDC Apollo Hospital Blood Bank,"Bailadila Iron Ore Mines, Bacheli, Dantewada",Bacheli,Chhattisgarh,07857 230050,1
District Hospital Blood Bank Dantewada,"Civil Surgeon, District Hospital, Dantewada",Dantewada,Chhattisgarh,07856 252830 ,1
NMDC Project Hospital Blood Bank,"Bailadila Iron Ore Mine, Kirandul Complex",Kirandul,Chhattisgarh,7857255229,1
Dhamtari District Hospital Blood Bank ,"Civil Surgeon, District Hospital, Dhamtari",Dhamtari,Chhattisgarh,,1
Dhamtari Christian Hospital,"Industrial Area, Raipur Road, Dhamtari",Dhamtari,Chhattisgarh, 077222 40362,1
B.S.R. Cancer Hospital,"B.S.R. Cancer Hospital (P.A.) Limited, Junwani Road, Smriti Nagar, Bhilai, Near T.I. Mall",Bhilai,Chhattisgarh,7884085100,1
Chandulal Chandraker Memorial (C.C.M.) Medical College Blood Bank,"Kachandur, Kurud-Road",Bhilai,Chhattisgarh,0788 6006061,1
M/s Shri Shankaracharya Blood Bank,"Shankaracharya Institute of Medical Sciences, Junwani",Bhilai,Chhattisgarh,,1
Durg District Hospital  Blood Bank,"Civil Surgeon, District Hospital, Durg",Durg,Chhattisgarh,7882219888,1
J.L.N Hospital & Research Center  Blood Bank,Sector-9 Bhilai,Durg,Chhattisgarh,0788 2856020,1
Chandulal Chandrakar Memorial Hopsital Blood Bank,"Chandulal Chandraker Memorial Hospital, GE Road, Bhilai, Durg.",Durg,Chhattisgarh,,1
"Gayatri Blood Bank, Durg","OM Parisar, Dhamdha Road",Durg,Chhattisgarh,,1
Janjgir District Hospital Blood Bank ,"Distrcit hospital premises,Janjgir",Janjgir,Chhattisgarh,,1
Jashpur District Hospital Blood Bank ,Distrcit hospital premises,JASHPURNAGAR,Chhattisgarh,Purushottam Kunwar,1
Kawardha District Hospital Blood Bank  ,"Civil Surgeon, District Hospital, Kawardha",Kawardha,Chhattisgarh,"07741 235553, 07741 233413",1
Kanker District Hospital Blood Bank  ,"Civil Surgeon, District Hospital, Kanker",Kanker,Chhattisgarh,7868241063,1
"Indira Gandhi District Hospital Blood bank, Kobra","Rajgamar Road, Kosabadi Korba
",Korba,Chhattisgarh,,1
Nehru Centenary Hospital Blood Bank,"SECl Gevra Area, Gevra Project",Korba,Chhattisgarh,"07815275309, 07815262456",1
"Bilash Blood Bank,KORBA","HIG-21, Ext. M. P. Nagar, Ghantaghar Chowk",Korba,Chhattisgarh,7759644655,1
Lions Blood Bank,"Lahu ram Colony, Adarsh Nagar",TP Nagar,Chhattisgarh,07759-246951,1
"Distrcit Hospital Baikunthpur Blood bank, Korea","Jampara, Baikunthpur",Baikunthpur,Chhattisgarh,,1
Christian Hospital Blood Bank,"Tilak Ward Lormi Road,  Mungeli",Mungeli,Chhattisgarh,775564003,1
Ramakrishna Mission Ashram Blood Bank,"Ramakrishna Mission Ashram, Narayanpur",Narayanpur,Chhattisgarh,07781 252370,1
District Hospital Blood Bank Mahasamund,"Mahasamund Raipur Road, Kharora Village",Mahasamund,Chhattisgarh,7723222203,1
District Hospital Blood Bank Raigarh ,"Civil Surgeon, District Hospital, Raigarh",Raigarh,Chhattisgarh,,1
O.P. Jindal Hospital & Research Centre Blood Bank ,"Jindal Education and Welfare Society, INN Plaza, Kharsia Road, Patrapali",Raigarh,Chhattisgarh,07762 - 227034 (EXT: 43659),1
Sewa Blood Bank,"Opposite to Kirodimal district hospital, Gopi Talkies Road",Raigarh,Chhattisgarh,07762 225400,1
"Dr B R Ambedkar Memorial Hospital, Model Blood Bank","Room No:120, 1st Floor, Attached with PT.J.N.M Medical College, Jail Road
",Raipur,Chhattisgarh,0771 2890090,1
Indian Red Cross Society Blood Bank,"Pt. J. N. M. Medical College premises, Jail Road, Raipur",Raipur,Chhattisgarh,0771 2880111,1
Thawait Blood Bank,"Flat No: 201, Rajeev Gandhi Complex, Balashram Katchery Chowk, Near State Bank of India",Raipur,Chhattisgarh,0771 4221709,1
City Blood Bank,"Adarsh Bazar, G.E Road, Near Vivekanand Ashram",Raipur,Chhattisgarh,"07714032241, 07716460810",1
Sai Sahara Blood Bank,"Garcha Complex, Jail Road ",Raipur,Chhattisgarh,0771 2551050,1
Narayana Hrudayalaya MMI Blood Bank,"NHMMI Hospital Campus, Lalpur, Dhamtari Road",Raipur,Chhattisgarh,0771 4210902 (Ext-928),1
United Blood Bank,"New Bus Stand, Pandri, Hotel Guru Ki Gali Mein, Near Raja Talab,",Raipur,Chhattisgarh,077124 32002,1
